2tpi,2
4tln,0
1rnt,0
4ts1,0
4tmn,4
2tmn,3
1tlp,3
1tmn,3
5tmn,4
1rbp,0
1fkf,0
4er1,4
5er2,6
4er2,6
2ypi,0
6cpa,0
4sga,5
5er1,6
4tim,0
1igj,0
1fkb,0
1l83,0
1atr,0
6rnt,0
3gst,0
1cps,0
2gst,0
1ppm,5
1hos,0
1ppl,5
1bcd,0
1ivp,5
1trd,0
1hsl,0
2drc,0
1lst,0
1dhj,0
1tys,0
1adl,0
1mfd,3
2cgr,0
1dhi,0
1srg,0
1erb,0
1mfa,3
1tni,0
2ctc,0
1add,0
1elc,4
1wht,0
2sim,0
1tnh,0
1ela,4
1cbx,0
1ppc,4
1hps,0
1azm,0
1tng,0
1pph,3
1fki,0
1rpf,0
1fkg,0
1tkb,0
1hvl,0
1epo,5
1hvk,0
1hvi,0
1sbg,0
1apv,5
1ppk,5
1lyb,6
2cht,0
1aaq,0
1hvj,0
1elb,4
8cpa,0
1fkh,0
1siv,0
1drj,0
2dri,0
1drk,0
1flr,0
1hmr,0
1hms,0
1hmt,0
1cny,0
1laf,0
186l,0
1cnw,0
184l,0
1yda,0
185l,0
1pgp,0
1lah,0
187l,0
1cnx,0
188l,0
1ydb,0
1lag,0
1ydd,0
2gyi,0
1cgl,5
1ele,4
1fpc,3
1eld,4
1lcp,0
1pdz,0
1hvr,0
1atl,0
1tpw,0
1hpv,0
1ctu,0
1gar,0
1bty,0
1fiv,9
1bma,4
1ctt,0
1hbv,0
1hvs,0
1hii,0
1lan,0
1ppi,4
1hih,0
1nja,0
1gaf,0
1tsy,0
1dar,0
1lkk,5
1lkl,5
1nje,0
1str,8
1ceb,0
1njd,0
1njc,0
1mai,0
1sld,8
2olb,3
1pot,0
1det,0
1kel,0
1mmq,0
1grp,0
1sln,0
1hsh,0
1igb,0
1jao,3
1gai,0
1tcx,0
1dud,0
1gno,0
1gnn,0
1dif,0
1jaq,3
2csn,0
1mmr,0
1mtr,5
1hpx,0
1gnm,0
1pro,0
1rnm,0
1tcw,0
1fkw,0
1avn,0
1drv,0
1okl,0
1jev,3
1aj7,0
1jeu,3
1ado,0
2h4n,0
2mas,0
1jet,3
2aac,0
1uvt,0
1qbt,0
1qbr,0
1ajq,0
1qbu,0
1ai7,0
1hxb,5
1ai5,0
1dmp,0
1qbs,0
1hpo,0
1yds,0
3gss,0
2gss,0
1ajx,0
2rkm,2
3aid,0
1aid,0
1ajv,0
1ajn,0
1vfn,0
1ydr,0
1ai4,0
7upj,0
6upj,0
1ydt,0
1ajp,0
1amk,0
1tom,0
5upj,0
2jxr,5
1rtf,0
1b7h,3
1b6h,3
1a4k,0
3pcj,0
1b1h,3
1b0h,3
1b38,0
3pck,0
1bcu,0
1wdn,0
1b3h,3
1a9q,0
1ax0,0
1jmg,0
1b5h,3
1yet,0
1jmf,0
1b3l,3
1b3f,3
1a1e,4
2izl,0
1b3g,3
4tmk,0
3pcn,0
1amw,0
1b2h,3
1a99,0
1b4h,3
1bm7,0
5tmp,0
1bhf,5
1swg,0
4rsk,0
1b05,3
1b32,3
1usn,0
2qwe,0
1bv7,0
1xug,0
1bxo,0
1bv9,0
1bhx,0
2usn,0
1moq,0
1alw,0
1bdq,0
1met,0
10gs,3
1br6,0
2wed,0
3pcf,0
1a4w,4
3pce,0
2wec,0
1a9m,0
1hvh,0
2qwd,0
1hxw,0
1bju,0
2qwb,0
2qwf,0
1bwa,0
1bjv,0
1mes,0
1afk,0
3jdw,0
2qwc,0
1hfs,0
1ohr,0
1a8i,0
1bwb,0
1bxq,0
1a28,0
1a30,3
1afl,0
3pcg,0
1a69,0
1bq4,0
2web,0
1stc,0
1jfh,0
1bnn,0
1swr,0
1bn3,0
1bnt,0
1bnu,0
1a4r,0
1bnq,0
1rpj,0
1ct8,0
1bn1,0
1bn4,0
1d4p,0
1bnw,0
2ans,0
1ork,0
1bnv,0
1b9j,3
1qka,3
3tmk,0
1d2e,0
1bgq,0
3kiv,0
1d7i,0
1b58,3
2pcp,0
1yei,0
1yej,0
1b5j,3
1bzy,0
1b55,0
1b51,3
1qkb,3
1d7j,0
1b46,3
1b40,3
1b4z,3
1qk4,0
1qk3,0
1qaw,0
1b52,3
1b5i,3
1d4y,0
2std,0
456c,0
1ch8,0
1oth,0
1dfo,0
1bxr,0
1pme,0
5yas,0
1cet,0
2bza,0
1qin,0
1qf2,0
1bzc,0
1xka,0
1a94,8
1b8y,0
7std,0
6std,0
1mfi,0
1bai,8
2bpv,0
1c3x,0
1bzj,0
966c,0
1b8o,0
1upf,0
1c3e,0
1qhc,0
2fmb,0
1b8n,0
5std,0
1ciz,0
2bpy,0
1hwr,0
1qbv,0
1qf0,0
4std,0
1qf1,0
1qbq,0
3std,0
1fao,0
1fl3,0
1df8,0
1g52,0
1dl7,0
1g1d,0
1fcz,0
1d3d,0
1dzk,0
1g53,0
1qkt,0
1g54,0
1g46,0
1duv,0
1qft,0
1ql7,0
1c5c,0
1elr,6
1g4j,0
1g45,0
1f4x,0
1fo0,8
1ftm,0
1fzq,0
1e4h,0
1g48,0
1fcy,0
1bp0,0
1d3p,0
1g4o,0
1fcx,0
1d6v,0
1fch,5
1c1u,0
1b57,0
1c1r,0
1c1v,0
1c4u,0
1c70,0
1fjs,0
1fh8,0
1fhd,0
1c5x,0
1f3e,0
1fh9,0
1c5q,0
1e6s,0
1d4k,0
1d9i,3
1ec9,0
1f74,0
1ezq,0
1eoc,0
1ecq,0
1c5s,0
1f4e,0
1fkn,8
1d4l,0
1b6k,0
1f0t,0
1dqn,0
1e2k,0
1d6w,3
1b6j,0
1qbn,0
1c83,0
1ecv,0
1qji,0
1qb1,0
1f0s,0
1qbo,0
1f57,0
1ejn,0
1c5n,0
1c86,0
