     code  logKa         score
1    4llx   2.89   1900.752944
2    5c28   5.66   3303.975306
3    3uuo   7.96   6802.477945
4    3ui7   9.00   7797.082795
5    5c2h  11.09  10663.240023
6    2v00   3.66   4226.441718
7    3wz8   5.82  10060.022890
8    3pww   7.32  17372.486906
9    3prs   7.82  13839.226541
10   3uri   9.00  21415.002426
11   4m0z   5.19   8688.300517
12   4m0y   6.46   6126.787935
13   3qgy   7.80   9041.694138
14   4qd6   8.64   7383.223171
15   4rfm  10.05  10635.636564
16   4cr9   4.10   3620.004375
17   4cra   7.22  12037.262788
18   4x6p   8.30  13861.942624
19   4crc   8.72  13060.989955
20   4ty7   9.52  11655.269959
21   5aba   2.98   4570.271667
22   5a7b   3.57   6957.497270
23   4agn   3.97   5602.547738
24   4agp   4.69   6351.083467
25   4agq   5.01   6649.249286
26   3bgz   6.26   7954.248024
27   3jya   6.89   4748.384401
28   2c3i   7.60   7229.410618
29   4k18   8.96  10523.141365
30   5dwr  11.22  11747.476931
31   3mss   4.66   5079.303411
32   3k5v   6.30   7715.962070
33   3pyy   6.86   6466.125984
34   2v7a   8.30  11121.522204
35   4twp  10.00   9537.125537
36   3wtj   6.53   5463.065200
37   3zdg   7.10   4401.249998
38   3u8k   8.66   5331.073428
39   4qac   9.40   9252.444309
40   3u8n  10.17   6066.370456
41   1a30   4.30   8405.101784
42   2qnq   6.11  14757.741764
43   1g2k   7.96  16540.796704
44   1eby   9.70  17939.941257
45   3o9i  11.82  15394.694435
46   4lzs   4.80   4254.405643
47   3u5j   5.61   6213.647617
48   4wiv   6.26   7179.949111
49   4ogj   6.79   8649.446548
50   3p5o   7.30   9005.957410
51   1ps3   2.28   5572.654524
52   3dx1   3.58   2705.605550
53   3d4z   4.89   4637.072091
54   3dx2   6.82   4077.206543
55   3ejr   8.57   8473.059491
56   3l7b   2.40   7394.809597
57   4eky   3.52  10109.128410
58   3g2n   4.09   8200.343542
59   3syr   5.10   8175.652090
60   3ebp   5.91   6796.709925
61   2w66   4.05   5767.503429
62   2w4x   4.85   5583.629534
63   2wca   5.60   7270.488967
64   2xj7   6.66   5685.934206
65   2vvn   7.30   6131.501885
66   3aru   3.22   5572.076025
67   3arv   5.64   6692.503782
68   3ary   6.00   4572.080207
69   3arq   6.40  10396.476635
70   3arp   7.15  11285.982103
71   4ih5   4.11   5908.393808
72   4ih7   5.24   5608.267032
73   3cj4   6.51   7409.300810
74   4eo8   8.15   8883.018992
75   3gnw   9.10  17619.887532
76   1gpk   5.37   6770.695344
77   1gpn   6.48   7458.972374
78   1h23   8.35  14103.917953
79   1h22   9.10  13194.456513
80   1e66   9.89   8332.701081
81   3f3a   4.19   3367.710253
82   3f3c   6.02   4635.239922
83   4mme   6.50   7270.827616
84   3f3d   7.16   2953.189285
85   3f3e   7.70   3011.292531
86   2wbg   4.45   8372.188129
87   2cbv   5.48   3936.851295
88   2j78   6.42   4639.653128
89   2j7h   7.19   3253.833268
90   2cet   8.02   8613.758302
91   3udh   2.85   4441.909011
92   3rsx   4.41   4514.591078
93   4djv   6.72   9607.426346
94   2vkm   8.74  18523.911264
95   4gid  10.77  18835.791074
96   4jfs   5.27   5108.538372
97   4j28   5.70   4837.251699
98   2wvt   6.12   4197.601905
99   2xii   7.20   8961.992471
100  4pcs   7.85   4464.787002
101  3rr4   4.55   6016.724001
102  1s38   5.15   3989.566585
103  1r5y   6.46   3697.016611
104  3gc5   7.26   7000.447811
105  3ge7   8.70   9001.958401
106  4dli   5.62   6212.682749
107  2zb1   6.32   8817.729945
108  4f9w   6.94   8313.079055
109  3e92   8.00   9059.162793
110  3e93   8.85  13025.186096
111  4owm   2.96   2220.268889
112  3twp   3.92   2156.413208
113  3r88   4.82   3299.561725
114  4gkm   5.17   5240.511008
115  3qqs   5.82   5369.414601
116  3gv9   2.12   2978.557113
117  3gr2   2.52   3015.185322
118  4kz6   3.10   4199.278097
119  4jxs   4.74   6348.309683
120  2r9w   5.10   8757.417505
121  2hb1   3.80   4142.822185
122  1bzc   4.92   7294.773404
123  2qbr   6.33   8147.562404
124  2qbq   7.44   9144.304821
125  2qbp   8.40   9175.206151
126  1q8t   4.76   6239.313639
127  1ydr   5.52   7615.504420
128  1q8u   5.96   8319.001611
129  1ydt   7.32  10942.504748
130  3ag9   8.05  12373.131428
131  3fcq   2.77   4024.553609
132  1z9g   5.64   5013.308145
133  1qf1   7.32   8591.706914
134  5tmn   8.04  10401.128908
135  4tmn  10.17   9629.172711
136  4ddk   2.29   3556.458469
137  4ddh   3.32   4717.011451
138  3ivg   4.30   8798.402548
139  3coz   5.57  11201.511435
140  3coy   6.02  11830.133957
141  3pxf   4.43   3930.415954
142  4eor   6.30   9487.791863
143  2xnb   6.83   9400.724446
144  1pxn   7.15   7442.849694
145  2fvd   8.52  10830.925017
146  4k77   6.63   6075.835754
147  4e5w   7.66   9934.744522
148  4ivb   8.72   8040.100764
149  4ivd   9.52   8793.569829
150  4ivc  10.00   8469.047771
151  4f09   6.70   6148.412270
152  4gfm   7.22   5954.808806
153  4hge   7.92   8862.469923
154  4e6q   8.36   8047.252074
155  4jia   9.22   8241.545748
156  2brb   4.86   7251.530970
157  2br1   5.14   8844.788688
158  3jvr   5.72   4517.429452
159  3jvs   6.54   6298.085375
160  1nvq   8.25  13677.507935
161  3acw   4.76   6455.206074
162  4ea2   6.44   8752.539770
163  2zcr   6.87   9642.712440
164  2zy1   7.40   8517.880766
165  2zcq   8.82   8328.546554
166  1bcu   3.28   4220.357827
167  3bv9   5.36  14441.561278
168  1oyt   7.24  10853.489325
169  2zda   8.40   9945.234074
170  3utu  10.92  15370.795931
171  3u9q   4.38   3872.811203
172  2yfe   6.63   8366.048166
173  3fur   8.00  10917.942269
174  3b1m   8.48  13472.364070
175  2p4y   9.00  15057.865022
176  3uo4   6.52   9269.240938
177  3up2   7.40   8978.836155
178  3e5a   8.23  10817.260095
179  2wtv   8.74  11865.230511
180  3myg  10.70   7809.591070
181  3kgp   2.57   3181.108151
182  1c5z   4.01   2448.120353
183  1o5b   5.77   3654.448279
184  1owh   7.40   6803.058612
185  1sqa   9.21   8789.218080
186  4jsz   2.30   1417.636599
187  3kwa   4.08   4430.354654
188  2weg   6.50   3795.927727
189  3ryj   7.80   6055.628149
190  3dd0   9.00   5302.646839
191  2xdl   3.10   5385.601316
192  3b27   5.16   5307.659013
193  1yc1   6.17  10272.192376
194  3rlr   7.52   8694.324437
195  2yki   9.46  13149.094341
196  1z95   7.12  11847.768198
197  3b68   8.40  12712.922339
198  3b5r   8.77  11660.170648
199  3b65   9.27  10135.414948
200  3g0w   9.52   9545.734609
201  4u4s   2.92   4631.996732
202  1p1q   4.89   4437.538298
203  1syi   5.44   5797.574594
204  1p1n   6.80   5515.843545
205  2al5   8.40   5461.178529
206  3g2z   2.36   2852.686278
207  3g31   2.89   2653.415831
208  4de2   4.12   7277.206985
209  4de3   5.52   6460.862529
210  4de1   5.96   6772.736167
211  1vso   4.72   6741.631455
212  4dld   5.82   8422.606141
213  3gbb   6.90   6809.586235
214  3fv2   8.11   7797.713620
215  3fv1   9.30   8208.848848
216  4mgd   4.69   6831.420453
217  2qe4   7.96   8928.122099
218  1qkt   9.04   7111.163851
219  2pog   9.54   7845.072323
220  2p15  10.30  13476.893160
221  2y5h   5.79   9876.918723
