     code  logKa         score
1    4llx   2.89   1751.508515
2    5c28   5.66   2784.510239
3    3uuo   7.96   5259.196203
4    3ui7   9.00   5956.837138
5    5c2h  11.09   7897.675165
6    2v00   3.66   4007.032863
7    3wz8   5.82   7728.506740
8    3pww   7.32  12702.049791
9    3prs   7.82  11617.863620
10   3uri   9.00  14899.798750
11   3uri   9.00  14907.318688
12   3uri   9.00  14842.913683
13   4m0z   5.19   6763.184689
14   4m0y   6.46   4984.019826
15   3qgy   7.80   7002.829484
16   4qd6   8.64   5713.202999
17   4rfm  10.05   8003.575867
18   4cr9   4.10   3080.720116
19   4cra   7.22   8812.902030
20   4x6p   8.30  10137.462175
21   4crc   8.72   9480.178331
22   4ty7   9.52   8545.464649
23   5aba   2.98   3822.427306
24   5a7b   3.57   5469.686461
25   4agn   3.97   4585.546682
26   4agp   4.69   4820.814318
27   4agq   5.01   5250.094253
28   3bgz   6.26   6273.699910
29   3jya   6.89   3956.134659
30   2c3i   7.60   5816.458556
31   4k18   8.96   7867.621754
32   5dwr  11.22   8954.495386
33   3mss   4.66   4074.113830
34   3k5v   6.30   6076.442983
35   3pyy   6.86   5453.326034
36   2v7a   8.30   8336.687417
37   4twp  10.00   7348.510328
38   3wtj   6.53   4546.211336
39   3zdg   7.10   3730.649022
40   3u8k   8.66   4464.623507
41   4qac   9.40   7067.302120
42   3u8n  10.17   4986.254882
43   1a30   4.30   6484.331202
44   1a30   4.30   6169.445884
45   2qnq   6.11  10926.522558
46   1g2k   7.96  11980.973430
47   1eby   9.70  13047.750178
48   3o9i  11.82  11486.317810
49   4lzs   4.80   3583.796665
50   3u5j   5.61   5109.624072
51   4wiv   6.26   5609.076310
52   4ogj   6.79   6801.518745
53   3p5o   7.30   6860.981375
54   1ps3   2.28   4653.562562
55   3dx1   3.58   2428.655697
56   3d4z   4.89   3968.156814
57   3dx2   6.82   3465.384681
58   3ejr   8.57   6644.332161
59   3l7b   2.40   5759.025699
60   4eky   3.52   7555.424228
61   3g2n   4.09   6291.792842
62   3syr   5.10   6289.066748
63   3ebp   5.91   5438.187961
64   2w66   4.05   4683.468571
65   2w4x   4.85   4375.076810
66   2wca   5.60   5627.514902
67   2xj7   6.66   4599.970876
68   2xj7   6.66   4573.476626
69   2vvn   7.30   4874.804939
70   3aru   3.22   4280.798236
71   3arv   5.64   5229.403918
72   3ary   6.00   3711.882470
73   3arq   6.40   7834.514055
74   3arp   7.15   8507.980068
75   4ih5   4.11   4687.290348
76   4ih7   5.24   4435.835784
77   3cj4   6.51   5402.343037
78   4eo8   8.15   6417.767655
79   3gnw   9.10  12217.849314
80   1gpk   5.37   5560.580193
81   1gpn   6.48   6032.224506
82   1h23   8.35  10459.325567
83   1h22   9.10   9794.943565
84   1e66   9.89   6478.233939
85   3f3a   4.19   4309.697525
86   3f3c   6.02   3886.305538
87   4mme   6.50   5885.489375
88   3f3d   7.16   2555.082763
89   3f3e   7.70   2618.938057
90   2wbg   4.45   6385.593476
91   2cbv   5.48   3406.452042
92   2j78   6.42   3923.635378
93   2j7h   7.19   2848.384303
94   2cet   8.02   6704.419026
95   3udh   2.85   3715.559016
96   3rsx   4.41   3612.126790
97   4djv   6.72   7315.939991
98   2vkm   8.74  13257.787011
99   4gid  10.77  13497.384969
100  4jfs   5.27   4153.463078
101  4jfs   5.27   4133.631968
102  4j28   5.70   3974.813578
103  2wvt   6.12   3527.062992
104  2xii   7.20   6847.280361
105  4pcs   7.85   3567.401424
106  3rr4   4.55   4818.671851
107  1s38   5.15   3409.791190
108  1r5y   6.46   3185.854503
109  3gc5   7.26   5560.098673
110  3ge7   8.70   6717.504345
111  4dli   5.62   5146.669486
112  2zb1   6.32   6837.839106
113  4f9w   6.94   6491.669253
114  3e92   8.00   7118.161914
115  3e93   8.85   9869.240967
116  4owm   2.96   1928.969055
117  3twp   3.92   1898.408779
118  3r88   4.82   2801.097620
119  4gkm   5.17   4262.414782
120  3qqs   5.82   4477.680513
121  3gv9   2.12   2521.727025
122  3gv9   2.12   2512.283236
123  3gr2   2.52   2657.023576
124  4kz6   3.10   3402.312474
125  4jxs   4.74   4934.308399
126  2r9w   5.10   6573.398366
127  2hb1   3.80   3323.336827
128  1bzc   4.92   5482.802063
129  1bzc   4.92   5546.786168
130  2qbr   6.33   6218.885778
