     code  logKa         score
1    4llx   2.89   1663.163182
2    5c28   5.66   2501.127068
3    3uuo   7.96   4513.782454
4    3ui7   9.00   5061.130683
5    5c2h  11.09   6666.590746
6    2v00   3.66   2595.542186
7    3wz8   5.82   6625.418088
8    3pww   7.32  10237.289696
9    3prs   7.82   7863.105097
10   3uri   9.00  12236.915304
11   4m0z   5.19   5877.229431
12   4m0y   6.46   4337.015124
13   3qgy   7.80   5995.114360
14   4qd6   8.64   4671.096513
15   4rfm  10.05   6867.957073
16   4cr9   4.10   2830.876870
17   4cra   7.22   7394.849266
18   4x6p   8.30   8326.326528
19   4crc   8.72   8048.903044
20   4ty7   9.52   7177.737110
21   5aba   2.98   3269.582090
22   5a7b   3.57   4788.293326
23   4agn   3.97   3911.990355
24   4agp   4.69   4425.349019
25   4agq   5.01   4539.833824
26   3bgz   6.26   5403.961899
27   3jya   6.89   3457.878561
28   2c3i   7.60   5166.638696
29   4k18   8.96   6722.225777
30   5dwr  11.22   7504.951973
31   3mss   4.66   3596.717393
32   3k5v   6.30   5305.694356
33   3pyy   6.86   4217.494171
34   2v7a   8.30   7172.377019
35   4twp  10.00   6375.721011
36   3wtj   6.53   4057.232225
37   3zdg   7.10   3334.533313
38   3u8k   8.66   4059.966979
39   4qac   9.40   6139.808825
40   3u8n  10.17   4468.965553
41   1a30   4.30   5588.773460
42   2qnq   6.11   9156.560021
43   1g2k   7.96  10115.340813
44   1eby   9.70  10929.906986
45   3o9i  11.82   9786.843904
46   4lzs   4.80   3204.577733
47   3u5j   5.61   4269.733329
48   4wiv   6.26   4814.631578
49   4ogj   6.79   5533.131508
50   3p5o   7.30   5957.087246
51   1ps3   2.28   4120.286105
52   3dx1   3.58   2261.507319
53   3d4z   4.89   3573.880397
54   3dx2   6.82   3116.634417
55   3ejr   8.57   5754.666091
56   3l7b   2.40   4977.599629
57   4eky   3.52   6372.883729
58   3g2n   4.09   5395.295108
59   3syr   5.10   5372.959784
60   3ebp   5.91   4710.665314
61   2w66   4.05   4097.416609
62   2w4x   4.85   3874.215906
63   2wca   5.60   4074.463466
64   2xj7   6.66   4038.310720
65   2vvn   7.30   4255.920756
66   3aru   3.22   3737.463017
67   3arv   5.64   4539.618960
68   3ary   6.00   3052.716330
69   3arq   6.40   6674.325664
70   3arp   7.15   7210.804874
71   4ih5   4.11   4068.294128
72   4ih7   5.24   3805.493349
73   3cj4   6.51   4467.505668
74   4eo8   8.15   5249.534450
75   3gnw   9.10   9962.262177
76   1gpk   5.37   4846.592821
77   1gpn   6.48   5211.926703
78   1h23   8.35   8870.031285
79   1h22   9.10   8284.843139
80   1e66   9.89   5546.992079
81   3f3a   4.19   1694.237787
82   3f3c   6.02   3472.336227
83   4mme   6.50   5169.909186
84   3f3d   7.16   2320.234023
85   3f3e   7.70   2373.431406
86   2wbg   4.45   5604.941070
87   2cbv   5.48   3100.273794
88   2j78   6.42   3520.142229
89   2j7h   7.19   2605.214889
90   2cet   8.02   5809.900195
91   3udh   2.85   3282.250113
92   3rsx   4.41   3097.967771
93   4djv   6.72   6242.774737
94   2vkm   8.74  10747.429996
95   4gid  10.77  11063.347441
96   4jfs   5.27   3628.249458
97   4j28   5.70   3394.718958
98   2wvt   6.12   3155.044376
99   2xii   7.20   5821.824666
