     code  logKa         score
1    4llx   2.89   1889.549380
2    5c28   5.66   3171.208524
3    3uuo   7.96   6319.496858
4    3ui7   9.00   7213.595822
5    5c2h  11.09   9652.968280
6    2v00   3.66   4690.455671
7    3wz8   5.82   9317.341287
8    3pww   7.32  15811.506935
9    3prs   7.82  14461.001582
10   3uri   9.00  18894.933448
11   3uri   9.00  18905.331419
12   3uri   9.00  18861.459490
13   4m0z   5.19   8086.370937
14   4m0y   6.46   5839.124516
15   3qgy   7.80   8431.820399
16   4qd6   8.64   6957.827313
17   4rfm  10.05   9744.975564
18   4cr9   4.10   3476.703246
19   4cra   7.22  10870.142059
20   4x6p   8.30  12517.377258
21   4crc   8.72  11732.317305
22   4ty7   9.52  10502.381266
23   5aba   2.98   4430.939910
24   5a7b   3.57   6490.851981
25   4agn   3.97   5387.522218
26   4agp   4.69   5769.295123
27   4agq   5.01   6251.210085
28   3bgz   6.26   7516.704218
29   3jya   6.89   4604.056168
30   2c3i   7.60   6820.684211
31   4k18   8.96   9628.662160
32   5dwr  11.22  10941.730432
33   3mss   4.66   4777.244054
34   3k5v   6.30   7229.492311
35   3pyy   6.86   6470.875985
36   2v7a   8.30  10110.864928
37   4twp  10.00   8814.290603
38   3wtj   6.53   5222.179506
39   3zdg   7.10   4237.344064
40   3u8k   8.66   5093.883220
41   4qac   9.40   8526.458159
42   3u8n  10.17   5747.944382
43   1a30   4.30   7811.148147
44   1a30   4.30   7488.256359
45   2qnq   6.11  13537.596368
46   1g2k   7.96  14906.991629
47   1eby   9.70  16154.790617
48   3o9i  11.82  14081.613324
49   4lzs   4.80   4100.525046
50   3u5j   5.61   6037.536824
51   4wiv   6.26   6687.111279
52   4ogj   6.79   8291.986320
53   3p5o   7.30   8322.844531
54   1ps3   2.28   5399.953234
55   3dx1   3.58   2683.083080
56   3d4z   4.89   4518.051663
57   3dx2   6.82   3948.809677
58   3ejr   8.57   7931.432452
59   3l7b   2.40   6917.068692
60   4eky   3.52   9305.858329
61   3g2n   4.09   7607.703701
62   3syr   5.10   7627.457064
63   3ebp   5.91   6411.662003
64   2w66   4.05   5488.783458
65   2w4x   4.85   5225.845050
66   2wca   5.60   7025.492871
67   2xj7   6.66   5410.147260
68   2xj7   6.66   5380.083343
69   2vvn   7.30   5748.896812
70   3aru   3.22   5125.472562
71   3arv   5.64   6249.073851
72   3ary   6.00   4401.590265
73   3arq   6.40   9572.956537
74   3arp   7.15  10236.552728
75   4ih5   4.11   5538.388868
76   4ih7   5.24   5265.220820
77   3cj4   6.51   6753.438446
78   4eo8   8.15   7993.986627
79   3gnw   9.10  15591.516903
80   1gpk   5.37   6471.359084
81   1gpn   6.48   7086.240892
82   1h23   8.35  12795.936746
83   1h22   9.10  11964.329403
84   1e66   9.89   7759.319139
85   3f3a   4.19   5043.881094
86   3f3c   6.02   4473.269521
87   4mme   6.50   6931.705567
88   3f3d   7.16   2883.482713
89   3f3e   7.70   2954.072257
90   2wbg   4.45   7670.227567
91   2cbv   5.48   3850.891846
92   2j78   6.42   4497.067499
93   2j7h   7.19   3190.690815
94   2cet   8.02   8069.373488
95   3udh   2.85   4278.456824
96   3rsx   4.41   4242.687629
97   4djv   6.72   8841.312564
98   2vkm   8.74  16734.144894
99   4gid  10.77  16981.958422
100  4jfs   5.27   4843.497538
101  4jfs   5.27   4831.240497
102  4j28   5.70   4608.979027
103  2wvt   6.12   4050.128877
104  2xii   7.20   8302.105621
105  4pcs   7.85   4213.008557
106  3rr4   4.55   5645.678077
107  1s38   5.15   3855.384775
108  1r5y   6.46   3587.408820
109  3gc5   7.26   6543.314870
110  3ge7   8.70   8135.514120
111  4dli   5.62   5921.966055
112  2zb1   6.32   8147.610421
113  4f9w   6.94   7759.846759
114  3e92   8.00   8439.558804
115  3e93   8.85  11932.154467
116  4owm   2.96   2177.294270
117  3twp   3.92   2145.655500
118  3r88   4.82   3194.336098
119  4gkm   5.17   4974.355358
120  3qqs   5.82   5235.754770
121  3gv9   2.12   2895.029758
122  3gv9   2.12   2896.090435
123  3gr2   2.52   2977.103893
124  4kz6   3.10   4012.251379
125  4jxs   4.74   5952.108436
126  2r9w   5.10   8093.444139
127  2hb1   3.80   3979.428472
128  1bzc   4.92   6695.478111
129  1bzc   4.92   6774.183917
130  2qbr   6.33   7605.416431
131  2qbq   7.44   8370.135532
132  2qbp   8.40   9573.288558
133  1q8t   4.76   5777.425145
134  1ydr   5.52   7160.826599
135  1q8u   5.96   7724.615206
136  1ydt   7.32   9886.967732
137  3ag9   8.05  15331.131370
138  3fcq   2.77   3923.707639
139  3fcq   2.77   3936.932905
140  1z9g   5.64   4744.267088
141  1qf1   7.32   8039.598824
142  5tmn   8.04   9710.676734
143  4tmn  10.17  12123.105012
144  4ddk   2.29   3484.850516
145  4ddh   3.32   4550.264475
146  3ivg   4.30   8890.242114
147  3coz   5.57  10357.898116
148  3coy   6.02  10861.393692
149  3pxf   4.43   4196.088025
150  4eor   6.30   8737.804023
151  2xnb   6.83   8713.757287
152  1pxn   7.15   7029.101037
153  2fvd   8.52   9965.838170
154  4k77   6.63   5809.516965
155  4e5w   7.66   9220.235572
156  4ivb   8.72   7580.213559
157  4ivd   9.52   8296.499970
158  4ivc  10.00   8027.227489
159  4f09   6.70   5860.122759
160  4gfm   7.22   5693.706389
161  4hge   7.92   8241.236541
162  4e6q   8.36   7495.961808
163  4jia   9.22   7717.106357
164  2brb   4.86   6777.481784
165  2br1   5.14   8298.903409
166  3jvr   5.72   4248.968106
167  3jvs   6.54   5870.966053
168  1nvq   8.25  12598.596810
169  3acw   4.76   6403.628432
170  4ea2   6.44   8082.344442
171  2zcr   6.87   8947.608243
172  2zy1   7.40   7988.913870
173  2zcq   8.82   7804.628178
174  1bcu   3.28   4059.043636
175  3bv9   5.36  12824.800135
176  1oyt   7.24   9889.304913
177  2zda   8.40   9041.255974
178  3utu  10.92  13571.390722
179  3u9q   4.38   3562.853422
180  2yfe   6.63   7709.687664
181  3fur   8.00   9984.392699
182  3b1m   8.48  12263.145101
183  2p4y   9.00  13440.868180
184  3uo4   6.52   8657.045717
185  3up2   7.40   8450.023666
186  3e5a   8.23   9947.451665
187  2wtv   8.74  10910.725650
188  3myg  10.70   7276.655925
189  3kgp   2.57   3033.606837
190  1c5z   4.01   2405.151306
191  1o5b   5.77   3525.116350
192  1owh   7.40   6288.532949
193  1sqa   9.21   7948.321363
194  4jsz   2.30   1721.471209
195  3kwa   4.08   4229.924867
196  2weg   6.50   3668.994156
197  3ryj   7.80   5699.582711
198  3dd0   9.00   4889.203393
199  2xdl   3.10   5201.459461
200  3b27   5.16   5079.271683
201  1yc1   6.17   9559.126631
202  3rlr   7.52   8055.331813
203  3rlr   7.52   8087.831060
204  3rlr   7.52   8089.530561
205  2yki   9.46  12055.725374
206  1z95   7.12  10893.007011
207  3b68   8.40  11552.328270
208  3b5r   8.77  10681.522452
209  3b65   9.27   9340.872182
210  3g0w   9.52   8895.439160
211  4u4s   2.92   4451.754470
212  1p1q   4.89   4316.442818
213  1syi   5.44   5571.079169
214  1p1n   6.80   5242.925485
215  2al5   8.40   5276.010558
216  3g2z   2.36   3249.702714
217  3g31   2.89   2594.415268
218  4de2   4.12   6752.209329
219  4de3   5.52   6008.712815
220  4de1   5.96   6394.732658
221  1vso   4.72   6266.026846
222  4dld   5.82   7826.442664
223  3gbb   6.90   6445.743992
224  3fv2   8.11   7400.721418
225  3fv1   9.30   7750.482822
226  4mgd   4.69   6468.123022
227  2qe4   7.96   8197.270097
228  1qkt   9.04   6675.343924
229  2pog   9.54   7333.435143
230  2p15  10.30  12266.973641
231  2y5h   5.79   8868.663033
232  1lpg   7.09  10848.980548
233  2xbv   8.43  11430.713615
234  1z6e   9.72  10582.607623
235  1mq6  11.15  10423.394577
236  1nc3   5.00   6481.581628
237  1nc1   6.12   7204.358211
238  1y6r  10.11   7053.677466
239  4f2w  11.30   6866.565660
240  4f3c  11.82   8045.855950
241  1uto   2.27   2365.302759
242  4abg   3.57   3424.583473
243  3gy4   5.10   2740.400410
244  1k1i   6.58   8581.840382
245  1o3f   7.96   6540.964556
246  2yge   5.06  12214.231685
247  2fxs   6.06   7453.893068
248  2iwx   6.68   7186.253959
249  2wer   7.05   7120.504897
250  2vw5   8.52  10942.799537
251  4kzq   6.10   5625.428873
252  4kzu   6.50   5680.046105
253  4j21   7.41   6350.217629
254  4j21   7.41   6351.124259
255  4j3l   7.80   7468.584940
256  3kr8   8.10   6846.337552
257  2ymd   3.16   3985.380032
258  2wnc   6.32   6536.667552
259  2xys   7.42   8589.985479
260  2wn9   8.52   6826.029061
261  2x00  11.33  12281.961441
262  3ozt   4.13   8934.312517
263  3ozs   5.33   9645.597538
264  3oe5   6.88   9196.252485
265  3oe4   7.47   9587.219995
266  3nw9   9.00  11311.509563
267  3ao4   2.07   4475.417999
268  3zt2   2.84   5979.850102
269  3zsx   3.28   7723.299278
270  4cig   3.67   8399.908702
271  3zso   5.12   9966.018613
272  3zso   5.12   9966.018613
273  3n7a   3.70   3814.140795
274  4ciw   4.82   5297.593475
275  3n86   5.64   8385.957516
276  3n76   6.85   8212.611559
277  2xb8   7.59   7902.629843
278  4bkt   3.62   4143.096131
279  4w9c   4.65   6365.745846
280  4w9l   5.02   8900.243162
281  4w9l   5.02   8900.355293
282  4w9i   5.96   7650.134092
283  4w9h   6.73   7744.711351
284  3nq9   4.03   2384.334284
285  3ueu   5.24   4145.122205
286  3uev   5.89   4429.575000
287  3uew   6.31   4690.218104
288  3uex   6.92   5822.016111
289  3lka   2.82   3528.779167
290  3ehy   5.85   5090.370043
291  3tsk   7.17  10909.570315
292  3nx7   8.10   6250.650646
293  4gr0   9.55  13008.966481
294  3dxg   2.40   4721.497427
295  3d6q   3.76   4825.288921
296  1w4o   5.22   4679.121371
297  1o0h   5.92   6782.878490
298  1u1b   7.80  11632.283325

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.36 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.612
Standard deviation in fitting (SD) = 1.72
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_fmc14_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_fmc14-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
