     code  logKa         score
1    4llx   2.89   1822.801473
2    5c28   5.66   3123.960461
3    3uuo   7.96   6425.566390
4    3ui7   9.00   7344.250855
5    5c2h  11.09  10070.470507
6    2v00   3.66   4665.345161
7    3wz8   5.82   9517.455345
8    3pww   7.32  16529.502144
9    3prs   7.82  15179.806552
10   3uri   9.00  19976.931613
11   3uri   9.00  19986.989251
12   3uri   9.00  19931.271903
13   4m0z   5.19   8151.418396
14   4m0y   6.46   5775.559320
15   3qgy   7.80   8501.589650
16   4qd6   8.64   7164.342977
17   4rfm  10.05   9984.075280
18   4cr9   4.10   3422.667682
19   4cra   7.22  11327.003863
20   4x6p   8.30  13166.119900
21   4crc   8.72  12307.034574
22   4ty7   9.52  10997.860407
23   5aba   2.98   4389.065390
24   5a7b   3.57   6522.393374
25   4agn   3.97   5355.439794
26   4agp   4.69   5860.958422
27   4agq   5.01   6288.771891
28   3bgz   6.26   7427.823952
29   3jya   6.89   4463.729391
30   2c3i   7.60   6781.813464
31   4k18   8.96   9775.515071
32   5dwr  11.22  11036.463868
33   3mss   4.66   4794.631808
34   3k5v   6.30   7219.310739
35   3pyy   6.86   6521.824944
36   2v7a   8.30  10381.676187
37   4twp  10.00   8924.962151
38   3wtj   6.53   5144.426859
39   3zdg   7.10   4160.801498
40   3u8k   8.66   5008.052877
41   4qac   9.40   8667.942635
42   3u8n  10.17   5684.975913
43   1a30   4.30   7752.034995
44   1a30   4.30   7490.426226
45   2qnq   6.11  13687.354989
46   1g2k   7.96  15379.607354
47   1eby   9.70  16726.301544
48   3o9i  11.82  14352.665782
49   4lzs   4.80   4014.554614
50   3u5j   5.61   5969.482687
51   4wiv   6.26   6771.318400
52   4ogj   6.79   8450.338221
53   3p5o   7.30   8409.964535
54   1ps3   2.28   5235.083672
55   3dx1   3.58   2576.067994
56   3d4z   4.89   4375.807563
57   3dx2   6.82   3822.965057
58   3ejr   8.57   7963.528389
59   3l7b   2.40   6911.488234
60   4eky   3.52   9479.294914
61   3g2n   4.09   7677.861003
62   3syr   5.10   7637.359761
63   3ebp   5.91   6385.690731
64   2w66   4.05   5430.406516
65   2w4x   4.85   5221.547964
66   2wca   5.60   7277.290731
67   2xj7   6.66   5360.838052
68   2xj7   6.66   5347.717774
69   2vvn   7.30   5785.013304
70   3aru   3.22   5201.784375
71   3arv   5.64   6292.493913
72   3ary   6.00   4424.794963
73   3arq   6.40   9722.835721
74   3arp   7.15  10523.313725
75   4ih5   4.11   5607.781728
76   4ih7   5.24   5336.311479
77   3cj4   6.51   6926.836035
78   4eo8   8.15   8335.502954
79   3gnw   9.10  16448.249723
80   1gpk   5.37   6425.637468
81   1gpn   6.48   7042.993048
82   1h23   8.35  13282.079940
83   1h22   9.10  12432.071395
84   1e66   9.89   7860.265289
85   3f3a   4.19   4984.134515
86   3f3c   6.02   4343.994984
87   4mme   6.50   6831.400287
88   3f3d   7.16   2783.848461
89   3f3e   7.70   2846.178725
90   2wbg   4.45   7811.909375
91   2cbv   5.48   3721.204402
92   2j78   6.42   4375.666534
93   2j7h   7.19   3085.631048
94   2cet   8.02   8115.139285
95   3udh   2.85   4197.983793
96   3rsx   4.41   4269.370323
97   4djv   6.72   8985.526720
98   2vkm   8.74  17618.037347
99   4gid  10.77  17882.256345
100  4jfs   5.27   4805.878545
101  4jfs   5.27   4789.503505
102  4j28   5.70   4618.233122
103  2wvt   6.12   3952.693700
104  2xii   7.20   8490.513074
105  4pcs   7.85   4203.820115
106  3rr4   4.55   5691.325136
107  1s38   5.15   3788.004223
108  1r5y   6.46   3511.950198
109  3gc5   7.26   6639.912045
110  3ge7   8.70   8449.374868
111  4dli   5.62   5893.089295
112  2zb1   6.32   8338.493314
113  4f9w   6.94   7859.977765
114  3e92   8.00   8548.839010
115  3e93   8.85  12261.624978
116  4owm   2.96   2079.300572
117  3twp   3.92   2033.089463
118  3r88   4.82   3064.688904
119  4gkm   5.17   4830.482368
120  3qqs   5.82   5068.033694
121  3gv9   2.12   2782.262351
122  3gv9   2.12   2779.028666
123  3gr2   2.52   2910.644227
124  4kz6   3.10   3927.410314
125  4jxs   4.74   5902.111572
126  2r9w   5.10   8091.429636
127  2hb1   3.80   3838.898171
128  1bzc   4.92   6802.605002
129  1bzc   4.92   6873.925950
130  2qbr   6.33   7665.950804
131  2qbq   7.44   8524.425514
132  2qbp   8.40   9739.571157
133  1q8t   4.76   5857.527195
134  1ydr   5.52   7155.793672
135  1q8u   5.96   7799.615799
136  1ydt   7.32  10142.998123
137  3ag9   8.05  16690.839385
138  3fcq   2.77   3757.271507
139  3fcq   2.77   3771.255675
140  1z9g   5.64   4650.570162
141  1qf1   7.32   8078.047942
142  5tmn   8.04   9843.479480
143  4tmn  10.17  12482.617567
144  4ddk   2.29   3320.962964
145  4ddh   3.32   4400.215467
146  3ivg   4.30   9062.685243
147  3coz   5.57  10590.156920
148  3coy   6.02  11127.708312
149  3pxf   4.43   4149.338681
150  4eor   6.30   8923.566072
151  2xnb   6.83   8815.349605
152  1pxn   7.15   7036.334260
153  2fvd   8.52  10160.909508
154  4k77   6.63   5745.992556
155  4e5w   7.66   9391.730012
156  4ivb   8.72   7546.770427
157  4ivd   9.52   8327.361823
158  4ivc  10.00   8014.848109
159  4f09   6.70   5842.362666
160  4gfm   7.22   5585.476535
161  4hge   7.92   8301.735418
162  4e6q   8.36   7623.906441
163  4jia   9.22   7772.747000
164  2brb   4.86   6791.173727
165  2br1   5.14   8307.797773
166  3jvr   5.72   4226.772914
167  3jvs   6.54   5961.722406
168  1nvq   8.25  12807.090891
169  3acw   4.76   6433.795749
170  4ea2   6.44   8283.157628
171  2zcr   6.87   9030.879067
172  2zy1   7.40   8026.505595
173  2zcq   8.82   7743.101061
174  1bcu   3.28   4009.175702
175  3bv9   5.36  13725.058576
176  1oyt   7.24  10184.922033
177  2zda   8.40   9364.120852
178  3utu  10.92  14371.243161
