     code  logKa         score
1    4llx   2.89   1822.801473
2    5c28   5.66   3132.438897
3    3uuo   7.96   6421.454854
4    3ui7   9.00   7344.250855
5    5c2h  11.09  10070.470507
6    2v00   3.66   3983.435211
7    3wz8   5.82   9464.142542
8    3pww   7.32  16296.648335
9    3prs   7.82  12993.278751
10   3uri   9.00  20048.611906
11   4m0z   5.19   8191.572184
12   4m0y   6.46   5775.560060
13   3qgy   7.80   8501.589650
14   4qd6   8.64   6955.104144
15   4rfm  10.05   9984.075280
16   4cr9   4.10   3443.998568
17   4cra   7.22  11327.003863
18   4x6p   8.30  13077.807701
19   4crc   8.72  12306.081494
20   4ty7   9.52  10995.000814
21   5aba   2.98   4304.427006
22   5a7b   3.57   6537.348913
23   4agn   3.97   5263.439752
24   4agp   4.69   5978.956955
25   4agq   5.01   6250.944972
26   3bgz   6.26   7427.823952
27   3jya   6.89   4452.753117
28   2c3i   7.60   6813.893031
29   4k18   8.96   9826.596231
30   5dwr  11.22  10980.424499
31   3mss   4.66   4794.631808
32   3k5v   6.30   7219.310739
33   3pyy   6.86   6076.525797
34   2v7a   8.30  10458.169662
35   4twp  10.00   8993.899289
36   3wtj   6.53   5144.426859
37   3zdg   7.10   4166.563625
38   3u8k   8.66   5053.986452
39   4qac   9.40   8690.660428
40   3u8n  10.17   5728.667581
41   1a30   4.30   7812.237181
42   2qnq   6.11  13757.087367
43   1g2k   7.96  15455.647611
44   1eby   9.70  16796.331071
45   3o9i  11.82  14432.941675
46   4lzs   4.80   4018.475391
47   3u5j   5.61   5854.605449
48   4wiv   6.26   6771.318400
49   4ogj   6.79   8117.254423
50   3p5o   7.30   8472.389156
51   1ps3   2.28   5235.083672
52   3dx1   3.58   2566.020567
53   3d4z   4.89   4375.807563
54   3dx2   6.82   3831.648148
55   3ejr   8.57   7963.528389
56   3l7b   2.40   6927.545011
57   4eky   3.52   9431.990845
58   3g2n   4.09   7677.861003
59   3syr   5.10   7637.359761
60   3ebp   5.91   6385.690731
61   2w66   4.05   5430.406516
62   2w4x   4.85   5246.329646
63   2wca   5.60   6792.000107
64   2xj7   6.66   5364.819403
65   2vvn   7.30   5785.013304
66   3aru   3.22   5244.957167
67   3arv   5.64   6292.493913
68   3ary   6.00   4335.626222
69   3arq   6.40   9722.835721
70   3arp   7.15  10633.965846
71   4ih5   4.11   5604.538146
72   4ih7   5.24   5294.337272
73   3cj4   6.51   6926.836035
74   4eo8   8.15   8300.410633
75   3gnw   9.10  16448.249723
76   1gpk   5.37   6405.921549
77   1gpn   6.48   7042.993048
78   1h23   8.35  13282.079940
79   1h22   9.10  12432.071395
