     code  logKa         score
1    4llx   2.89   1621.394020
2    5c28   5.66   2360.865742
3    3uuo   7.96   3927.593534
4    3ui7   9.00   4480.121453
5    5c2h  11.09   5999.851770
6    2v00   3.66   2326.520120
7    3wz8   5.82   6070.223443
8    3pww   7.32   8983.322401
9    3prs   7.82   8524.187875
10   3uri   9.00  10685.577298
11   4m0z   5.19   5307.197340
12   4m0y   6.46   3960.311984
13   3qgy   7.80   5373.472680
14   4qd6   8.64   4246.850732
15   4rfm  10.05   6286.770511
16   4cr9   4.10   2703.599399
17   4cra   7.22   6625.802107
18   4x6p   8.30   7417.902987
19   4crc   8.72   7051.840166
20   4ty7   9.52   6455.925748
21   5aba   2.98   2878.120364
22   5a7b   3.57   4496.367279
23   4agn   3.97   3654.846643
24   4agp   4.69   4173.453996
25   4agq   5.01   4212.433720
26   3bgz   6.26   4936.273244
27   3jya   6.89   3134.208625
28   2c3i   7.60   4723.487965
29   4k18   8.96   6071.475418
30   5dwr  11.22   6739.021291
31   3mss   4.66   3351.384219
32   3k5v   6.30   5027.998729
33   3pyy   6.86   3820.121188
34   2v7a   8.30   6445.348682
35   4twp  10.00   5739.376530
36   3wtj   6.53   3799.792425
37   3zdg   7.10   3094.584580
38   3u8k   8.66   3728.275413
39   4qac   9.40   5651.656386
40   3u8n  10.17   4087.009530
41   1a30   4.30   4037.496666
42   2qnq   6.11   8188.880193
43   1g2k   7.96   8975.544733
44   1eby   9.70   9748.219312
45   3o9i  11.82   8755.047665
46   4lzs   4.80   2983.102478
47   3u5j   5.61   3857.432596
48   4wiv   6.26   4354.811788
49   4ogj   6.79   4963.313274
50   3p5o   7.30   5322.364310
51   1ps3   2.28   3865.894589
52   3dx1   3.58   2208.205964
53   3d4z   4.89   3362.546238
54   3dx2   6.82   2996.204031
55   3ejr   8.57   5290.826651
56   3l7b   2.40   4554.820851
57   4eky   3.52   5827.037247
58   3g2n   4.09   4891.311076
59   3syr   5.10   4903.265641
60   3ebp   5.91   4322.445678
61   2w66   4.05   3783.054996
62   2w4x   4.85   3555.867351
63   2wca   5.60   4388.652087
64   2xj7   6.66   3730.913103
65   2vvn   7.30   3891.077573
66   3aru   3.22   3382.065908
67   3arv   5.64   4176.023298
68   3ary   6.00   2752.214791
69   3arq   6.40   6050.941426
70   3arp   7.15   6571.771043
71   4ih5   4.11   3692.211271
72   4ih7   5.24   3499.882340
73   3cj4   6.51   3836.275601
74   4eo8   8.15   4610.973670
75   3gnw   9.10   8744.815559
76   1gpk   5.37   4395.528917
77   1gpn   6.48   4693.308049
78   1h23   8.35   8016.639135
79   1h22   9.10   7522.994541
80   1e66   9.89   4992.582377
81   3f3a   4.19   1504.035119
82   3f3c   6.02   3316.036890
83   4mme   6.50   4758.515449
84   3f3d   7.16   2204.481795
85   3f3e   7.70   2254.537502
86   2wbg   4.45   5075.947813
87   2cbv   5.48   2903.701142
88   2j78   6.42   3283.742740
89   2j7h   7.19   2473.049758
90   2cet   8.02   5231.388953
91   3udh   2.85   3012.919318
92   3rsx   4.41   2807.046736
93   4djv   6.72   5586.677563
94   2vkm   8.74   9475.229501
95   4gid  10.77   9818.144446
96   4jfs   5.27   3318.067890
97   4j28   5.70   3067.083887
98   2wvt   6.12   2932.389150
99   2xii   7.20   5208.752513
100  4pcs   7.85   2869.319957
101  3rr4   4.55   3955.628562
102  1s38   5.15   2924.438154
103  1r5y   6.46   2748.830155
104  3gc5   7.26   4401.410635
105  3ge7   8.70   5279.501984
106  4dli   5.62   4237.034455
107  2zb1   6.32   5349.573554
108  4f9w   6.94   5106.386978
109  3e92   8.00   5563.546390
110  3e93   8.85   7657.304064
111  4owm   2.96   1752.925514
112  3twp   3.92   1680.715908
113  3r88   4.82   2503.428521
114  4gkm   5.17   3737.384595
115  3qqs   5.82   3689.741300
116  3gv9   2.12   1992.353747
117  3gr2   2.52   2180.556873
118  4kz6   3.10   2805.286281
119  4jxs   4.74   3877.892402
120  2r9w   5.10   4980.585980
121  2hb1   3.80   2742.111111
122  1bzc   4.92   4413.923971
123  2qbr   6.33   4752.197071
124  2qbq   7.44   5240.796554
125  2qbp   8.40   4591.548877
126  1q8t   4.76   3919.565417
127  1ydr   5.52   4611.588834
128  1q8u   5.96   4893.420368
129  1ydt   7.32   6128.464169
130  3ag9   8.05   5010.175161
131  3fcq   2.77   2965.220596
132  1z9g   5.64   3312.608654
133  1qf1   7.32   5145.501554
134  5tmn   8.04   5611.511914
135  4tmn  10.17   4100.570973
136  4ddk   2.29   2676.636235
137  4ddh   3.32   3375.412854
138  3ivg   4.30   4583.066146
139  3coz   5.57   6652.504954
140  3coy   6.02   6942.917791
141  3pxf   4.43   2292.527649
142  4eor   6.30   5503.983309
143  2xnb   6.83   5761.567283
144  1pxn   7.15   4656.843646
145  2fvd   8.52   6304.521107
146  4k77   6.63   3977.449022
147  4e5w   7.66   6041.945967
148  4ivb   8.72   5045.344125
149  4ivd   9.52   5432.364755
150  4ivc  10.00   5187.395709
151  4f09   6.70   3902.245693
152  4gfm   7.22   3959.562130
153  4hge   7.92   5309.531412
154  4e6q   8.36   4886.688731
155  4jia   9.22   5094.257020
156  2brb   4.86   4532.841487
157  2br1   5.14   5479.767460
158  3jvr   5.72   2998.468305
159  3jvs   6.54   2424.660212
160  1nvq   8.25   7488.908822
161  3acw   4.76   4443.759620
162  4ea2   6.44   5152.446377
163  2zcr   6.87   5916.642294
164  2zy1   7.40   5325.974639
165  2zcq   8.82   5154.213056
166  1bcu   3.28   2894.355986
167  3bv9   5.36   7342.846997
168  1oyt   7.24   5979.445853
169  2zda   8.40   5545.792215
170  3utu  10.92   7756.443559
171  3u9q   4.38   2489.050086
172  2yfe   6.63   4746.978132
173  3fur   8.00   6175.090038
174  3b1m   8.48   7483.529544
175  2p4y   9.00   8156.922182
176  3uo4   6.52   5533.597963
177  3up2   7.40   5587.101999
178  3e5a   8.23   6245.100895
179  2wtv   8.74   6662.809933
180  3myg  10.70   4955.978578
181  3kgp   2.57   2327.755965
182  1c5z   4.01   1947.043882
183  1o5b   5.77   2657.861295
184  1owh   7.40   4209.378448
185  1sqa   9.21   5018.084374
186  4jsz   2.30    826.941112
187  3kwa   4.08   2872.075596
188  2weg   6.50   2676.607325
189  3ryj   7.80   3882.201109
190  3dd0   9.00   3405.769910
191  2xdl   3.10   3789.466243
192  3b27   5.16   3575.580253
193  1yc1   6.17   6207.989036
194  3rlr   7.52   5165.763024
195  2yki   9.46   7599.946379
196  1z95   7.12   6787.037178
197  3b68   8.40   7338.034395
198  3b5r   8.77   6645.621262
199  3b65   9.27   5883.236549
200  3g0w   9.52   5711.834013
201  4u4s   2.92   2046.882982
202  1p1q   4.89   3204.430650
203  1syi   5.44   3967.956094
204  1p1n   6.80   3717.747865
205  2al5   8.40   3806.357325
206  3g2z   2.36   2218.081556
207  3g31   2.89   1893.656008
208  4de2   4.12   4435.124279
209  4de3   5.52   3946.417395
210  4de1   5.96   3961.319074
211  1vso   4.72   3993.462372
212  4dld   5.82   4953.077316
213  3gbb   6.90   4464.924085
214  3fv2   8.11   5052.622520
215  3fv1   9.30   5269.227855
216  4mgd   4.69   4248.686035
217  2qe4   7.96   5140.761511
218  1qkt   9.04   4460.704500
219  2pog   9.54   4724.353119
220  2p15  10.30   7250.037583
221  2y5h   5.79   5478.046729
222  1lpg   7.09   5124.928323
223  2xbv   8.43   6725.099689
224  1z6e   9.72   6559.613085
225  1mq6  11.15   4184.759815
226  1nc3   5.00   4584.543926
227  1nc1   6.12   4891.093409
228  1y6r  10.11   4851.924369
229  4f2w  11.30   4763.231233
230  4f3c  11.82   5398.117258
231  1uto   2.27   1839.109687
232  4abg   3.57   2526.676756
233  3gy4   5.10   2167.264419
234  1k1i   6.58   5552.819729
235  1o3f   7.96   4234.529258
236  2yge   5.06   7256.611478
237  2fxs   6.06   5097.373073
238  2iwx   6.68   5014.763232
239  2wer   7.05   4872.652916
240  2vw5   8.52   6242.476840
241  4kzq   6.10   4070.353739
242  4kzu   6.50   4099.688186
243  4j21   7.41   4468.061641
244  4j3l   7.80   5188.563396
245  3kr8   8.10   4808.175782
246  2ymd   3.16   3074.826340
247  2wnc   6.32   4340.539027
248  2xys   7.42   5552.738441
249  2wn9   8.52   4116.480792
250  2x00  11.33   7185.652623
251  3ozt   4.13   5969.566486
252  3ozs   5.33   6455.268675
253  3oe5   6.88   4633.536206
254  3oe4   7.47   6179.785317
255  3nw9   9.00   7163.244680
256  3ao4   2.07   3342.964454
257  3zt2   2.84   4108.926875
258  3zsx   3.28   4707.902159
259  4cig   3.67   5139.325809
260  3zso   5.12   5010.704264
261  3n7a   3.70   2848.292121
262  4ciw   4.82   3659.381027
263  3n86   5.64   5630.337106
264  3n76   6.85   5395.932508
265  2xb8   7.59   5227.881799
266  4bkt   3.62   2901.563346
267  4w9c   4.65   4203.529840
268  4w9l   5.02   5689.491045
269  4w9i   5.96   4837.543050
270  4w9h   6.73   5129.232201
271  3nq9   4.03   1695.299653
272  3ueu   5.24   2718.456926
273  3uev   5.89   2814.094573
274  3uew   6.31   3059.315726
275  3uex   6.92   3717.289757
276  3lka   2.82   2648.562094
277  3lka   2.82   2648.562094
278  3ehy   5.85   3563.948872
279  3tsk   7.17   6870.542096
280  3nx7   8.10   4079.073886
281  4gr0   9.55   8202.272008
282  3dxg   2.40   3298.691535
283  3d6q   3.76   2572.246737
284  1w4o   5.22   3173.177839
285  1o0h   5.92   4405.741669
286  1u1b   7.80   3991.270620

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.76 * Score
Number of favorable sample (N) = 286
Pearson correlation coefficient (R) = 0.618
Standard deviation in fitting (SD) = 1.72
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmr6_fmc11_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,286,2);
for(i in 1:286);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmr6_fmc11-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
