     code  logKa         score
1    4llx   2.89   1621.394020
2    5c28   5.66   2359.587163
3    3uuo   7.96   3962.783098
4    3ui7   9.00   4480.121453
5    5c2h  11.09   5999.851770
6    2v00   3.66   3237.049220
7    3wz8   5.82   6066.808984
8    3pww   7.32   9293.011167
9    3prs   7.82   8508.719344
10   3uri   9.00  10623.879167
11   3uri   9.00  10634.329166
12   3uri   9.00  10593.955222
13   4m0z   5.19   5277.962954
14   4m0y   6.46   3952.805058
15   3qgy   7.80   5373.472680
16   4qd6   8.64   4381.397023
17   4rfm  10.05   6286.770511
18   4cr9   4.10   2633.445555
19   4cra   7.22   6625.802107
20   4x6p   8.30   7617.888195
21   4crc   8.72   7162.530472
22   4ty7   9.52   6487.927388
23   5aba   2.98   3235.956654
24   5a7b   3.57   4477.731125
25   4agn   3.97   3809.923035
26   4agp   4.69   3930.588812
27   4agq   5.01   4274.594154
28   3bgz   6.26   4936.273244
29   3jya   6.89   3269.329874
30   2c3i   7.60   4670.432939
31   4k18   8.96   5999.029174
32   5dwr  11.22   6781.870700
33   3mss   4.66   3375.846298
34   3k5v   6.30   4965.149524
35   3pyy   6.86   4340.000016
36   2v7a   8.30   6443.253512
37   4twp  10.00   5729.183953
38   3wtj   6.53   3799.792425
39   3zdg   7.10   3137.407417
40   3u8k   8.66   3698.456996
41   4qac   9.40   5601.755995
42   3u8n  10.17   4077.015179
43   1a30   4.30   5081.006918
44   1a30   4.30   4752.186881
45   2qnq   6.11   8219.406276
46   1g2k   7.96   8962.104163
47   1eby   9.70   9773.316558
48   3o9i  11.82   8672.789323
49   4lzs   4.80   2984.294188
50   3u5j   5.61   4029.902385
51   4wiv   6.26   4354.811788
52   4ogj   6.79   5181.512943
53   3p5o   7.30   5284.534878
54   1ps3   2.28   3865.894589
55   3dx1   3.58   2220.418792
56   3d4z   4.89   3362.546238
57   3dx2   6.82   2987.140375
58   3ejr   8.57   5290.826651
59   3l7b   2.40   4543.241413
60   4eky   3.52   5807.038333
61   3g2n   4.09   4891.311076
62   3syr   5.10   4903.265641
63   3ebp   5.91   4322.445678
64   2w66   4.05   3783.054996
65   2w4x   4.85   3527.035888
66   2wca   5.60   4119.893365
67   2xj7   6.66   3735.611771
68   2xj7   6.66   3698.646384
69   2vvn   7.30   3891.077573
70   3aru   3.22   3411.358278
71   3arv   5.64   4176.023298
72   3ary   6.00   2851.522473
73   3arq   6.40   6050.941426
74   3arp   7.15   6680.493157
75   4ih5   4.11   3706.391586
76   4ih7   5.24   3517.574416
77   3cj4   6.51   3978.066089
78   4eo8   8.15   4659.873158
79   3gnw   9.10   8744.815559
80   1gpk   5.37   4424.899785
81   1gpn   6.48   4693.308049
82   1h23   8.35   8016.639135
83   1h22   9.10   7522.994541
84   1e66   9.89   4992.582377
85   3f3a   4.19   3553.209288
86   3f3c   6.02   3316.036890
87   4mme   6.50   4711.530469
88   3f3d   7.16   2219.488294
89   3f3e   7.70   2254.537502
90   2wbg   4.45   4988.343994
91   2cbv   5.48   2903.701142
92   2j78   6.42   3283.742740
93   2j7h   7.19   2467.319522
94   2cet   8.02   5244.175400
95   3udh   2.85   3012.919318
96   3rsx   4.41   2842.689990
97   4djv   6.72   5584.193111
98   2vkm   8.74   9619.916680
99   4gid  10.77   9910.258442
100  4jfs   5.27   3310.660565
101  4jfs   5.27   3303.466248
102  4j28   5.70   3164.977779
103  2wvt   6.12   2932.389150
104  2xii   7.20   5388.138316
105  4pcs   7.85   2877.088927
106  3rr4   4.55   3917.087746
107  1s38   5.15   2933.775177
108  1r5y   6.46   2748.830155
109  3gc5   7.26   4401.410635
110  3ge7   8.70   5227.274984
111  4dli   5.62   4237.034455
112  2zb1   6.32   5349.573554
113  4f9w   6.94   5134.754150
114  3e92   8.00   5587.203763
115  3e93   8.85   7657.304064
116  4owm   2.96   1752.925514
117  3twp   3.92   1721.371904
118  3r88   4.82   2390.515635
119  4gkm   5.17   3652.998579
120  3qqs   5.82   3779.159140
121  3gv9   2.12   2180.438453
122  3gv9   2.12   2176.157291
123  3gr2   2.52   2219.233081
124  4kz6   3.10   2784.919311
125  4jxs   4.74   4003.949049
126  2r9w   5.10   5131.038893
127  2hb1   3.80   2742.111111
128  1bzc   4.92   4340.538788
129  1bzc   4.92   4378.481987
130  2qbr   6.33   4909.616923
131  2qbq   7.44   5240.796554
132  2qbp   8.40   6044.525244
133  1q8t   4.76   3860.653649
134  1ydr   5.52   4543.250143
135  1q8u   5.96   4893.420368
136  1ydt   7.32   6075.095327
137  3ag9   8.05   8243.450068
138  3fcq   2.77   2923.393649
139  3fcq   2.77   2965.220596
140  1z9g   5.64   3267.803775
141  1qf1   7.32   5193.698642
142  5tmn   8.04   5996.983966
143  4tmn  10.17   7282.114962
144  4ddk   2.29   2693.199296
145  4ddh   3.32   3344.501211
146  3ivg   4.30   5825.146489
147  3coz   5.57   6652.504954
148  3coy   6.02   6942.917791
149  3pxf   4.43   2692.950224
150  4eor   6.30   5498.979803
151  2xnb   6.83   5655.842030
152  1pxn   7.15   4633.858813
153  2fvd   8.52   6289.918097
154  4k77   6.63   3936.126269
155  4e5w   7.66   6041.945967
156  4ivb   8.72   5036.590998
157  4ivd   9.52   5409.393751
158  4ivc  10.00   5254.890419
159  4f09   6.70   3961.663418
160  4gfm   7.22   3943.045669
161  4hge   7.92   5269.151625
162  4e6q   8.36   4918.722574
163  4jia   9.22   5094.257020
164  2brb   4.86   4535.834669
165  2br1   5.14   5510.166949
166  3jvr   5.72   3029.139126
167  3jvs   6.54   3928.007132
168  1nvq   8.25   7488.908822
169  3acw   4.76   4475.970885
170  4ea2   6.44   5121.183449
171  2zcr   6.87   5964.015549
172  2zy1   7.40   5351.807399
173  2zcq   8.82   5215.528525
174  1bcu   3.28   2926.857724
175  3bv9   5.36   7342.846997
176  1oyt   7.24   5981.129820
177  2zda   8.40   5567.985775
178  3utu  10.92   7756.443559
179  3u9q   4.38   2467.515942
180  2yfe   6.63   4772.212656
181  3fur   8.00   6136.116770
182  3b1m   8.48   7456.961470
183  2p4y   9.00   8143.119288
184  3uo4   6.52   5601.425458
185  3up2   7.40   5587.101999
186  3e5a   8.23   6136.545609
187  2wtv   8.74   6662.809933
188  3myg  10.70   4972.338058
189  3kgp   2.57   2253.702830
190  1c5z   4.01   1947.043882
191  1o5b   5.77   2676.262056
192  1owh   7.40   4210.600428
193  1sqa   9.21   4951.211011
194  4jsz   2.30   1461.383017
195  3kwa   4.08   2920.261479
196  2weg   6.50   2649.195594
197  3ryj   7.80   3879.485244
198  3dd0   9.00   3258.155917
199  2xdl   3.10   3789.466243
200  3b27   5.16   3575.580253
201  1yc1   6.17   6207.989036
202  3rlr   7.52   5110.306715
203  3rlr   7.52   5150.167738
204  3rlr   7.52   5165.763024
205  2yki   9.46   7599.946379
206  1z95   7.12   6787.037178
207  3b68   8.40   7322.024146
208  3b5r   8.77   6645.621262
209  3b65   9.27   5898.707201
210  3g0w   9.52   5711.834013
211  4u4s   2.92   3196.824632
212  1p1q   4.89   3189.266401
213  1syi   5.44   3967.956094
214  1p1n   6.80   3641.123024
215  2al5   8.40   3806.357325
216  3g2z   2.36   2385.459535
217  3g31   2.89   1957.362152
218  4de2   4.12   4435.124279
219  4de3   5.52   3947.397336
220  4de1   5.96   4245.187916
221  1vso   4.72   4036.694794
222  4dld   5.82   4953.077316
223  3gbb   6.90   4425.835996
224  3fv2   8.11   5066.130249
225  3fv1   9.30   5243.993661
226  4mgd   4.69   4251.020494
227  2qe4   7.96   5121.289027
228  1qkt   9.04   4468.683508
229  2pog   9.54   4724.353119
230  2p15  10.30   7250.037583
231  2y5h   5.79   5478.046729
232  1lpg   7.09   6557.167212
233  2xbv   8.43   7057.185880
234  1z6e   9.72   6487.273714
235  1mq6  11.15   6328.617247
236  1nc3   5.00   4572.496156
237  1nc1   6.12   4890.307252
238  1y6r  10.11   4836.174657
239  4f2w  11.30   4758.257920
240  4f3c  11.82   5387.886423
241  1uto   2.27   1839.109687
242  4abg   3.57   2526.676756
243  3gy4   5.10   2168.530064
244  1k1i   6.58   5165.946868
245  1o3f   7.96   4234.529258
246  2yge   5.06   7221.270742
247  2fxs   6.06   5043.416069
248  2iwx   6.68   5014.763232
249  2wer   7.05   4872.652916
250  2vw5   8.52   6467.781836
251  4kzq   6.10   4007.117607
252  4kzu   6.50   4099.688186
253  4j21   7.41   4466.462628
254  4j21   7.41   4468.061641
255  4j3l   7.80   5032.975571
256  3kr8   8.10   4687.549852
257  2ymd   3.16   3074.826340
258  2wnc   6.32   4328.388413
259  2xys   7.42   5530.585225
260  2wn9   8.52   4182.390879
261  2x00  11.33   7185.652623
262  3ozt   4.13   5969.566486
263  3ozs   5.33   6455.268675
264  3oe5   6.88   6154.923376
265  3oe4   7.47   6335.487460
266  3nw9   9.00   7274.251004
267  3ao4   2.07   3286.642642
268  3zt2   2.84   4178.446714
269  3zsx   3.28   4858.064893
270  4cig   3.67   5217.218156
271  3zso   5.12   6063.513200
272  3zso   5.12   6063.513200
273  3n7a   3.70   2848.292121
274  4ciw   4.82   3691.001258
275  3n86   5.64   5630.337106
276  3n76   6.85   5405.221369
277  2xb8   7.59   5163.203110
278  4bkt   3.62   2925.724762
279  4w9c   4.65   4109.993647
280  4w9l   5.02   5688.046819
281  4w9l   5.02   5689.491045
282  4w9i   5.96   5006.586205
283  4w9h   6.73   5114.479905
284  3nq9   4.03   1630.701658
285  3ueu   5.24   2717.288573
286  3uev   5.89   2888.319542
287  3uew   6.31   3059.315726
288  3uex   6.92   3679.302930
289  3lka   2.82   2612.258894
290  3ehy   5.85   3459.567490
291  3tsk   7.17   6870.542096
292  3nx7   8.10   4135.889277
293  4gr0   9.55   8182.844535
294  3dxg   2.40   3273.747725
295  3d6q   3.76   3288.017666
296  1w4o   5.22   3208.209918
297  1o0h   5.92   4514.372086
298  1u1b   7.80   6826.515346

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 2.74 * Score
Number of favorable sample (N) = 298
Pearson correlation coefficient (R) = 0.622
Standard deviation in fitting (SD) = 1.70
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("rmsd_fmc11_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,298,2);
for(i in 1:298);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("rmsd_fmc11-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
