     code  logKa         score
1    4llx   2.89   1663.163182
2    5c28   5.66   2498.357279
3    3uuo   7.96   4472.605186
4    3ui7   9.00   5061.130683
5    5c2h  11.09   6666.590746
6    2v00   3.66   3509.825327
7    3wz8   5.82   6654.507309
8    3pww   7.32  10553.767439
9    3prs   7.82   9671.657168
10   3uri   9.00  12139.000534
11   3uri   9.00  12143.070698
12   3uri   9.00  12114.296158
13   4m0z   5.19   5803.274206
14   4m0y   6.46   4334.038631
15   3qgy   7.80   5995.114360
16   4qd6   8.64   4845.173457
17   4rfm  10.05   6867.957073
18   4cr9   4.10   2778.108352
19   4cra   7.22   7394.849266
20   4x6p   8.30   8491.729902
21   4crc   8.72   7947.309629
22   4ty7   9.52   7232.336528
23   5aba   2.98   3407.127143
24   5a7b   3.57   4785.183623
25   4agn   3.97   4047.287329
26   4agp   4.69   4205.944850
27   4agq   5.01   4571.953919
28   3bgz   6.26   5403.961899
29   3jya   6.89   3492.981179
30   2c3i   7.60   5065.704376
31   4k18   8.96   6614.783638
32   5dwr  11.22   7540.039289
33   3mss   4.66   3596.717393
34   3k5v   6.30   5305.694356
35   3pyy   6.86   4719.774462
36   2v7a   8.30   7112.324427
37   4twp  10.00   6311.441824
38   3wtj   6.53   4057.232225
39   3zdg   7.10   3344.517582
40   3u8k   8.66   4018.704241
41   4qac   9.40   6090.915576
42   3u8n  10.17   4412.161649
43   1a30   4.30   5572.385224
44   1a30   4.30   5249.698626
45   2qnq   6.11   9169.920862
46   1g2k   7.96  10039.571782
47   1eby   9.70  10897.682560
48   3o9i  11.82   9654.957575
49   4lzs   4.80   3194.173203
50   3u5j   5.61   4402.978877
51   4wiv   6.26   4814.631578
52   4ogj   6.79   5742.351972
53   3p5o   7.30   5821.066956
54   1ps3   2.28   4120.286105
55   3dx1   3.58   2270.164050
56   3d4z   4.89   3573.880397
57   3dx2   6.82   3111.253656
58   3ejr   8.57   5754.666091
59   3l7b   2.40   4944.031419
60   4eky   3.52   6385.180099
61   3g2n   4.09   5395.295108
62   3syr   5.10   5372.959784
63   3ebp   5.91   4710.665314
64   2w66   4.05   4097.416609
65   2w4x   4.85   3816.161086
66   2wca   5.60   4656.092450
67   2xj7   6.66   4035.187886
68   2xj7   6.66   4004.087344
69   2vvn   7.30   4255.920756
70   3aru   3.22   3710.263156
71   3arv   5.64   4539.618960
72   3ary   6.00   3173.331689
73   3arq   6.40   6674.325664
74   3arp   7.15   7311.579427
75   4ih5   4.11   4078.893604
76   4ih7   5.24   3839.770849
77   3cj4   6.51   4467.505668
78   4eo8   8.15   5302.265383
79   3gnw   9.10   9962.262177
80   1gpk   5.37   4863.535040
81   1gpn   6.48   5211.926703
82   1h23   8.35   8870.031285
83   1h22   9.10   8284.843139
84   1e66   9.89   5546.992079
85   3f3a   4.19   3794.496083
86   3f3c   6.02   3472.336227
87   4mme   6.50   5133.180558
88   3f3d   7.16   2320.234023
89   3f3e   7.70   2373.431406
90   2wbg   4.45   5511.863595
91   2cbv   5.48   3100.273794
92   2j78   6.42   3520.142229
93   2j7h   7.19   2617.273869
94   2cet   8.02   5780.274258
95   3udh   2.85   3282.250113
96   3rsx   4.41   3133.738793
97   4djv   6.72   6222.710653
98   2vkm   8.74  10896.131842
99   4gid  10.77  11153.909343
100  4jfs   5.27   3616.779538
101  4jfs   5.27   3598.378388
102  4j28   5.70   3473.829430
103  2wvt   6.12   3155.044376
104  2xii   7.20   5909.016293
105  4pcs   7.85   3125.471171
106  3rr4   4.55   4234.556701
107  1s38   5.15   3086.762061
108  1r5y   6.46   2884.451278
109  3gc5   7.26   4813.862223
110  3ge7   8.70   5734.169522
111  4dli   5.62   4591.581548
112  2zb1   6.32   5895.546095
113  4f9w   6.94   5609.728418
114  3e92   8.00   6130.889889
115  3e93   8.85   8433.594530
116  4owm   2.96   1770.807552
117  3twp   3.92   1749.014690
118  3r88   4.82   2516.275845
119  4gkm   5.17   3811.669727
120  3qqs   5.82   3971.012359
121  3gv9   2.12   2272.424351
122  3gv9   2.12   2269.306683
123  3gr2   2.52   2387.472430
124  4kz6   3.10   2992.363788
125  4jxs   4.74   4306.351333
126  2r9w   5.10   5590.321092
127  2hb1   3.80   2902.285932
128  1bzc   4.92   4695.910947
129  1bzc   4.92   4756.038835
130  2qbr   6.33   5324.149962
131  2qbq   7.44   5757.852392
132  2qbp   8.40   6626.607765
133  1q8t   4.76   4217.568475
134  1ydr   5.52   5078.755716
135  1q8u   5.96   5406.848765
136  1ydt   7.32   6769.287043
137  3ag9   8.05   9525.967199
138  3fcq   2.77   3062.093010
139  3fcq   2.77   3092.413903
140  1z9g   5.64   3542.402777
141  1qf1   7.32   5732.175001
142  5tmn   8.04   6649.585030
143  4tmn  10.17   8159.538867
144  4ddk   2.29   2768.069351
145  4ddh   3.32   3510.335403
146  3ivg   4.30   6323.334006
147  3coz   5.57   7321.071982
148  3coy   6.02   7673.341509
149  3pxf   4.43   2935.238585
150  4eor   6.30   6124.836230
151  2xnb   6.83   6302.096100
152  1pxn   7.15   5135.914316
153  2fvd   8.52   6890.265148
154  4k77   6.63   4344.117460
155  4e5w   7.66   6634.731729
156  4ivb   8.72   5497.154397
157  4ivd   9.52   5952.589926
158  4ivc  10.00   5784.745698
159  4f09   6.70   4350.653164
160  4gfm   7.22   4254.405069
161  4hge   7.92   5864.761528
162  4e6q   8.36   5415.076927
163  4jia   9.22   5575.740072
164  2brb   4.86   4946.038033
165  2br1   5.14   5980.259222
166  3jvr   5.72   3210.089705
167  3jvs   6.54   4226.774806
168  1nvq   8.25   8509.507622
169  3acw   4.76   4811.577654
170  4ea2   6.44   5725.774904
171  2zcr   6.87   6376.042840
172  2zy1   7.40   5763.861082
173  2zcq   8.82   5604.256805
174  1bcu   3.28   3137.315500
175  3bv9   5.36   8317.619732
176  1oyt   7.24   6682.523748
177  2zda   8.40   6214.197459
178  3utu  10.92   8757.904502
179  3u9q   4.38   2631.186633
180  2yfe   6.63   5329.697254
181  3fur   8.00   6769.329864
182  3b1m   8.48   8301.267551
183  2p4y   9.00   9003.159916
184  3uo4   6.52   6211.750203
185  3up2   7.40   6101.247772
186  3e5a   8.23   6936.543655
187  2wtv   8.74   7446.873835
188  3myg  10.70   5386.688638
189  3kgp   2.57   2364.104783
190  1c5z   4.01   2027.574072
191  1o5b   5.77   2826.117711
192  1owh   7.40   4583.757049
193  1sqa   9.21   5545.883401
194  4jsz   2.30   1491.814650
195  3kwa   4.08   3213.287324
196  2weg   6.50   2795.511100
197  3ryj   7.80   4155.132982
198  3dd0   9.00   3590.155030
199  2xdl   3.10   4016.584816
200  3b27   5.16   3836.960390
201  1yc1   6.17   6752.446790
202  3rlr   7.52   5627.679108
203  3rlr   7.52   5658.506926
204  3rlr   7.52   5656.996849
205  2yki   9.46   8444.071255
206  1z95   7.12   7444.854382
207  3b68   8.40   8019.458240
208  3b5r   8.77   7302.917473
209  3b65   9.27   6477.712899
210  3g0w   9.52   6243.560543
211  4u4s   2.92   3419.786041
212  1p1q   4.89   3371.627752
213  1syi   5.44   4269.370044
214  1p1n   6.80   3897.184708
215  2al5   8.40   4039.683116
216  3g2z   2.36   2563.256302
217  3g31   2.89   2061.293412
218  4de2   4.12   4876.185957
219  4de3   5.52   4336.998608
220  4de1   5.96   4660.472226
221  1vso   4.72   4411.862830
222  4dld   5.82   5396.596478
223  3gbb   6.90   4758.715137
224  3fv2   8.11   5446.166420
225  3fv1   9.30   5696.735719
226  4mgd   4.69   4602.839556
227  2qe4   7.96   5703.725654
228  1qkt   9.04   4875.082644
229  2pog   9.54   5208.510697
230  2p15  10.30   8184.871776
231  2y5h   5.79   6075.671130
232  1lpg   7.09   7283.043432
233  2xbv   8.43   7790.450861
234  1z6e   9.72   7231.291414
235  1mq6  11.15   7044.177683
236  1nc3   5.00   4961.032216
237  1nc1   6.12   5373.186753
238  1y6r  10.11   5336.996435
239  4f2w  11.30   5198.635233
240  4f3c  11.82   5949.163685
241  1uto   2.27   1920.215640
242  4abg   3.57   2692.665288
243  3gy4   5.10   2262.376544
244  1k1i   6.58   5783.498890
245  1o3f   7.96   4650.338901
246  2yge   5.06   8142.770677
247  2fxs   6.06   5425.039573
248  2iwx   6.68   5383.756251
249  2wer   7.05   5256.845011
250  2vw5   8.52   7326.850147
251  4kzq   6.10   4285.179712
252  4kzu   6.50   4363.005858
253  4j21   7.41   4778.419334
254  4j21   7.41   4787.327465
255  4j3l   7.80   5436.864797
256  3kr8   8.10   5061.171371
257  2ymd   3.16   3227.669330
258  2wnc   6.32   4773.481401
259  2xys   7.42   6166.966623
260  2wn9   8.52   4697.300332
261  2x00  11.33   8187.803263
262  3ozt   4.13   6444.884412
263  3ozs   5.33   6951.646372
264  3oe5   6.88   6671.957346
265  3oe4   7.47   6896.394739
266  3nw9   9.00   8037.980006
267  3ao4   2.07   3491.709318
268  3zt2   2.84   4489.355028
269  3zsx   3.28   5376.879387
270  4cig   3.67   5816.524009
271  3zso   5.12   6807.992676
272  3zso   5.12   6807.992676
273  3n7a   3.70   2974.163049
274  4ciw   4.82   3935.169726
275  3n86   5.64   6070.559700
276  3n76   6.85   5849.683871
277  2xb8   7.59   5613.727436
278  4bkt   3.62   3170.825189
279  4w9c   4.65   4561.103801
280  4w9l   5.02   6308.725814
281  4w9l   5.02   6295.146226
282  4w9i   5.96   5514.788919
283  4w9h   6.73   5641.659312
284  3nq9   4.03   1755.359870
285  3ueu   5.24   2949.163704
