     code  logKa         score
1    4llx   2.89   1889.549380
2    5c28   5.66   3195.357752
3    3uuo   7.96   6312.691808
4    3ui7   9.00   7213.595822
5    5c2h  11.09   9652.968280
6    2v00   3.66   3808.699800
7    3wz8   5.82   9266.998308
8    3pww   7.32  15443.564352
9    3prs   7.82  14635.146092
10   3uri   9.00  18967.922922
11   4m0z   5.19   8111.252398
12   4m0y   6.46   5810.256884
13   3qgy   7.80   8431.820399
14   4qd6   8.64   6701.105431
15   4rfm  10.05   9744.975564
16   4cr9   4.10   3502.661853
17   4cra   7.22  10870.142059
18   4x6p   8.30  12400.534402
19   4crc   8.72  11600.040107
20   4ty7   9.52  10483.501973
21   5aba   2.98   4149.925862
22   5a7b   3.57   6503.484187
23   4agn   3.97   5238.932457
24   4agp   4.69   5924.022340
25   4agq   5.01   6181.915774
26   3bgz   6.26   7516.704218
27   3jya   6.89   4489.020891
28   2c3i   7.60   6924.628324
29   4k18   8.96   9747.712823
30   5dwr  11.22  10877.550000
31   3mss   4.66   4772.549766
32   3k5v   6.30   7374.984531
33   3pyy   6.86   5967.666228
34   2v7a   8.30  10227.323250
35   4twp  10.00   8911.159278
36   3wtj   6.53   5222.179506
37   3zdg   7.10   4213.945461
38   3u8k   8.66   5129.632490
39   4qac   9.40   8549.401347
40   3u8n  10.17   5783.524420
41   1a30   4.30   6651.223831
42   2qnq   6.11  13517.627147
43   1g2k   7.96  15012.911257
44   1eby   9.70  16145.920619
45   3o9i  11.82  14211.919125
46   4lzs   4.80   4120.183299
47   3u5j   5.61   5880.643765
48   4wiv   6.26   6687.111279
49   4ogj   6.79   7939.773564
50   3p5o   7.30   8391.790403
51   1ps3   2.28   5399.953234
52   3dx1   3.58   2680.900063
53   3d4z   4.89   4518.051663
54   3dx2   6.82   3960.587916
55   3ejr   8.57   7931.432452
56   3l7b   2.40   6927.647635
57   4eky   3.52   9312.211751
58   3g2n   4.09   7607.703701
59   3syr   5.10   7627.457064
60   3ebp   5.91   6411.662003
61   2w66   4.05   5488.783458
62   2w4x   4.85   5261.843652
63   2wca   5.60   7166.912672
64   2xj7   6.66   5412.489108
65   2vvn   7.30   5748.896812
66   3aru   3.22   5097.611378
67   3arv   5.64   6249.073851
68   3ary   6.00   4251.264788
69   3arq   6.40   9572.956537
70   3arp   7.15  10282.683568
71   4ih5   4.11   5534.291368
72   4ih7   5.24   5241.417628
73   3cj4   6.51   6618.227497
74   4eo8   8.15   7965.369267
75   3gnw   9.10  15591.516903
76   1gpk   5.37   6458.437174
77   1gpn   6.48   7086.240892
78   1h23   8.35  12795.936746
79   1h22   9.10  11964.329403
80   1e66   9.89   7759.319139
81   3f3a   4.19   2872.199869
82   3f3c   6.02   4473.269521
83   4mme   6.50   6936.194517
84   3f3d   7.16   2895.984177
85   3f3e   7.70   2954.072257
86   2wbg   4.45   7769.517349
87   2cbv   5.48   3850.891846
