     code  logKa         score
1    4llx   2.89   1900.752944
2    5c28   5.66   3296.764109
3    3uuo   7.96   6810.407555
4    3ui7   9.00   7797.082795
5    5c2h  11.09  10663.240023
6    2v00   3.66   4943.302633
7    3wz8   5.82  10120.186855
8    3pww   7.32  17618.010621
9    3prs   7.82  16160.185922
10   3uri   9.00  21340.682077
11   3uri   9.00  21351.013187
12   3uri   9.00  21293.240714
13   4m0z   5.19   8646.641686
14   4m0y   6.46   6126.870368
15   3qgy   7.80   9041.694138
16   4qd6   8.64   7611.367457
17   4rfm  10.05  10635.636564
18   4cr9   4.10   3599.506413
19   4cra   7.22  12037.262788
20   4x6p   8.30  13946.603086
21   4crc   8.72  13067.923981
22   4ty7   9.52  11658.482849
23   5aba   2.98   4653.919764
24   5a7b   3.57   6942.774085
25   4agn   3.97   5695.954414
26   4agp   4.69   6238.066409
27   4agq   5.01   6687.201966
28   3bgz   6.26   7954.248024
29   3jya   6.89   4757.904797
30   2c3i   7.60   7193.143952
31   4k18   8.96  10466.032832
32   5dwr  11.22  11806.866865
33   3mss   4.66   5079.303411
34   3k5v   6.30   7715.962070
35   3pyy   6.86   6928.694474
36   2v7a   8.30  11036.734045
37   4twp  10.00   9466.152787
38   3wtj   6.53   5463.065200
39   3zdg   7.10   4392.075883
40   3u8k   8.66   5284.593650
41   4qac   9.40   9232.436991
42   3u8n  10.17   6021.504201
43   1a30   4.30   8345.073113
44   1a30   4.30   8067.915953
45   2qnq   6.11  14682.957055
46   1g2k   7.96  16455.941210
47   1eby   9.70  17866.341675
48   3o9i  11.82  15309.318119
49   4lzs   4.80   4249.368537
50   3u5j   5.61   6331.794501
51   4wiv   6.26   7179.949111
52   4ogj   6.79   9010.037309
53   3p5o   7.30   8947.496986
54   1ps3   2.28   5572.654524
55   3dx1   3.58   2715.394201
56   3d4z   4.89   4637.072091
57   3dx2   6.82   4068.357469
58   3ejr   8.57   8473.059491
59   3l7b   2.40   7378.081289
60   4eky   3.52  10159.651119
61   3g2n   4.09   8200.343542
62   3syr   5.10   8175.652090
63   3ebp   5.91   6796.709925
64   2w66   4.05   5767.503429
65   2w4x   4.85   5561.448145
66   2wca   5.60   7772.896730
67   2xj7   6.66   5683.737423
68   2xj7   6.66   5669.195546
69   2vvn   7.30   6131.501885
70   3aru   3.22   5527.625207
71   3arv   5.64   6692.503782
72   3ary   6.00   4679.639220
73   3arq   6.40  10396.476635
74   3arp   7.15  11160.715960
75   4ih5   4.11   5910.319249
76   4ih7   5.24   5651.133558
77   3cj4   6.51   7409.300810
78   4eo8   8.15   8917.284310
79   3gnw   9.10  17619.887532
80   1gpk   5.37   6789.968649
81   1gpn   6.48   7458.972374
82   1h23   8.35  14103.917953
83   1h22   9.10  13194.456513
84   1e66   9.89   8332.701081
85   3f3a   4.19   5296.798064
86   3f3c   6.02   4635.239922
87   4mme   6.50   7264.487913
88   3f3d   7.16   2953.189285
89   3f3e   7.70   3011.292531
90   2wbg   4.45   8301.064119
91   2cbv   5.48   3936.851295
92   2j78   6.42   4639.653128
93   2j7h   7.19   3253.637714
94   2cet   8.02   8631.141935
95   3udh   2.85   4441.909011
96   3rsx   4.41   4511.688159
97   4djv   6.72   9560.668976
98   2vkm   8.74  18799.746441
99   4gid  10.77  19037.908943
100  4jfs   5.27   5101.632690
101  4jfs   5.27   5083.319526
102  4j28   5.70   4875.498254
103  2wvt   6.12   4197.601905
104  2xii   7.20   9025.691989
105  4pcs   7.85   4481.073764
106  3rr4   4.55   5999.499687
107  1s38   5.15   3991.985090
108  1r5y   6.46   3697.016611
109  3gc5   7.26   7000.447811
110  3ge7   8.70   8916.393524
111  4dli   5.62   6212.682749
112  2zb1   6.32   8817.729945
113  4f9w   6.94   8335.456076
114  3e92   8.00   9047.550372
115  3e93   8.85  13025.186096
116  4owm   2.96   2220.268889
117  3twp   3.92   2171.645322
118  3r88   4.82   3265.854006
119  4gkm   5.17   5166.891485
120  3qqs   5.82   5432.606260
121  3gv9   2.12   2969.234801
122  3gv9   2.12   2967.234234
123  3gr2   2.52   3055.397912
124  4kz6   3.10   4195.760270
125  4jxs   4.74   6356.382542
126  2r9w   5.10   8714.871196
127  2hb1   3.80   4142.822185
128  1bzc   4.92   7309.011718
129  1bzc   4.92   7386.325196
130  2qbr   6.33   8227.336707
131  2qbq   7.44   9144.304821
132  2qbp   8.40  10455.531263
133  1q8t   4.76   6199.989092
134  1ydr   5.52   7614.168184
135  1q8u   5.96   8319.001611
136  1ydt   7.32  10827.189427
137  3ag9   8.05  17809.330647
138  3fcq   2.77   4019.758145
139  3fcq   2.77   4033.492074
140  1z9g   5.64   4967.186573
141  1qf1   7.32   8615.024404
142  5tmn   8.04  10548.630369
143  4tmn  10.17  13377.108198
144  4ddk   2.29   3549.345760
145  4ddh   3.32   4694.428511
146  3ivg   4.30   9686.536392
147  3coz   5.57  11264.958563
148  3coy   6.02  11830.133957
149  3pxf   4.43   4466.923749
150  4eor   6.30   9467.772318
151  2xnb   6.83   9325.101951
152  1pxn   7.15   7426.882544
153  2fvd   8.52  10831.894513
154  4k77   6.63   6075.835754
155  4e5w   7.66   9934.744522
156  4ivb   8.72   8025.741532
157  4ivd   9.52   8851.399527
158  4ivc  10.00   8520.023315
159  4f09   6.70   6160.083275
160  4gfm   7.22   5948.337668
161  4hge   7.92   8823.004134
162  4e6q   8.36   8060.370043
163  4jia   9.22   8241.545748
164  2brb   4.86   7220.243521
165  2br1   5.14   8842.719332
166  3jvr   5.72   4488.181921
167  3jvs   6.54   6365.497196
168  1nvq   8.25  13677.507935
169  3acw   4.76   6816.837276
170  4ea2   6.44   8748.464784
171  2zcr   6.87   9706.420694
172  2zy1   7.40   8601.300830
173  2zcq   8.82   8354.638008
174  1bcu   3.28   4229.773095
175  3bv9   5.36  14605.742623
176  1oyt   7.24  10841.458530
177  2zda   8.40   9940.345341
178  3utu  10.92  15370.795931
179  3u9q   4.38   3809.730000
180  2yfe   6.63   8383.815608
181  3fur   8.00  10902.442747
182  3b1m   8.48  13423.087646
183  2p4y   9.00  14999.819468
184  3uo4   6.52   9294.453888
185  3up2   7.40   8978.836155
186  3e5a   8.23  10755.711212
187  2wtv   8.74  11865.230511
188  3myg  10.70   7854.403400
189  3kgp   2.57   3133.773010
190  1c5z   4.01   2448.120353
191  1o5b   5.77   3667.654195
192  1owh   7.40   6794.330572
193  1sqa   9.21   8772.952289
194  4jsz   2.30   1737.769426
195  3kwa   4.08   4435.284905
196  2weg   6.50   3777.044763
197  3ryj   7.80   6070.797447
198  3dd0   9.00   5194.063602
199  2xdl   3.10   5385.601316
200  3b27   5.16   5278.078959
201  1yc1   6.17  10272.192376
202  3rlr   7.52   8649.421417
203  3rlr   7.52   8691.349352
204  3rlr   7.52   8694.324437
205  2yki   9.46  13149.094341
206  1z95   7.12  11847.768198
207  3b68   8.40  12629.139116
208  3b5r   8.77  11660.170648
209  3b65   9.27  10168.269701
210  3g0w   9.52   9545.734609
211  4u4s   2.92   4631.996732
212  1p1q   4.89   4435.715351
213  1syi   5.44   5797.574594
214  1p1n   6.80   5470.793825
215  2al5   8.40   5461.178529
216  3g2z   2.36   3367.510423
217  3g31   2.89   2674.325232
218  4de2   4.12   7277.206985
219  4de3   5.52   6460.862529
220  4de1   5.96   6888.186690
221  1vso   4.72   6740.192898
222  4dld   5.82   8422.606141
223  3gbb   6.90   6773.103205
224  3fv2   8.11   7808.943916
225  3fv1   9.30   8204.701464
226  4mgd   4.69   6841.469903
227  2qe4   7.96   8881.083480
228  1qkt   9.04   7098.349373
229  2pog   9.54   7845.072323
230  2p15  10.30  13476.893160
231  2y5h   5.79   9876.918723
232  1lpg   7.09  12079.934115
233  2xbv   8.43  12666.458348
234  1z6e   9.72  11752.477869
235  1mq6  11.15  11631.831231
236  1nc3   5.00   6806.354471
237  1nc1   6.12   7608.527173
238  1y6r  10.11   7420.761967
239  4f2w  11.30   7229.949245
240  4f3c  11.82   8587.651761
241  1uto   2.27   2426.304832
242  4abg   3.57   3560.537944
243  3gy4   5.10   2806.823411
244  1k1i   6.58   9502.401830
245  1o3f   7.96   7149.707866
246  2yge   5.06  13495.291024
247  2fxs   6.06   8011.576889
248  2iwx   6.68   7472.868450
249  2wer   7.05   7469.045107
250  2vw5   8.52  12081.542485
251  4kzq   6.10   5906.361622
252  4kzu   6.50   5931.527814
253  4j21   7.41   6704.424348
254  4j21   7.41   6705.079977
255  4j3l   7.80   7988.322001
256  3kr8   8.10   7274.387633
257  2ymd   3.16   4090.068156
258  2wnc   6.32   7004.080127
259  2xys   7.42   9113.860850
260  2wn9   8.52   7416.128297
261  2x00  11.33  13502.802452
262  3ozt   4.13   9699.916639
263  3ozs   5.33  10446.630466
264  3oe5   6.88   9992.787620
265  3oe4   7.47  10373.888905
266  3nw9   9.00  12348.182732
267  3ao4   2.07   4671.124911
268  3zt2   2.84   6207.818426
269  3zsx   3.28   8273.411161
270  4cig   3.67   9104.937517
271  3zso   5.12  10829.363432
272  3zso   5.12  10829.363432
273  3n7a   3.70   3936.351015
274  4ciw   4.82   5600.538996
275  3n86   5.64   9041.241679
276  3n76   6.85   8860.796524
277  2xb8   7.59   8525.405083
278  4bkt   3.62   4351.062549
279  4w9c   4.65   6939.395194
