     code  logKa        score
1    4llx   2.89  1254.305094
2    5c28   5.66  1736.647165
3    3uuo   7.96  2785.640717
4    3ui7   9.00  3054.124353
5    5c2h  11.09  4270.069098
6    2v00   3.66  1671.312029
7    3wz8   5.82  4310.171598
8    3pww   7.32  6071.353683
9    3prs   7.82  4663.709335
10   3uri   9.00  7123.131432
11   4m0z   5.19  3785.390519
12   4m0y   6.46  2786.870422
13   3qgy   7.80  3705.440483
14   4qd6   8.64  3005.287163
15   4rfm  10.05  4365.290412
16   4cr9   4.10  2041.431095
17   4cra   7.22  4700.667914
18   4x6p   8.30  5256.365416
19   4crc   8.72  5121.236451
20   4ty7   9.52  4589.928812
21   5aba   2.98  2241.262657
22   5a7b   3.57  3321.508492
23   4agn   3.97  2656.993625
24   4agp   4.69  3078.540113
25   4agq   5.01  3060.332488
26   3bgz   6.26  3337.698685
27   3jya   6.89  2230.611127
28   2c3i   7.60  3297.356953
29   4k18   8.96  4134.281077
30   5dwr  11.22  4568.624783
31   3mss   4.66  2437.809273
32   3k5v   6.30  3526.840610
33   3pyy   6.86  2652.246509
34   2v7a   8.30  4453.186269
35   4twp  10.00  3974.940644
36   3wtj   6.53  2687.455283
37   3zdg   7.10  2231.710219
38   3u8k   8.66  2699.292993
39   4qac   9.40  3939.661527
40   3u8n  10.17  2949.203818
41   1a30   4.30  3531.029756
42   2qnq   6.11  5484.181605
43   1g2k   7.96  5994.992427
44   1eby   9.70  6575.985158
45   3o9i  11.82  5975.243227
46   4lzs   4.80  2122.734859
47   3u5j   5.61  2690.605473
48   4wiv   6.26  2973.782542
49   4ogj   6.79  3387.606527
50   3p5o   7.30  3748.858214
51   1ps3   2.28  2759.821187
52   3dx1   3.58  1682.203102
53   3d4z   4.89  2432.912914
54   3dx2   6.82  2206.808752
55   3ejr   8.57  3751.429814
56   3l7b   2.40  3144.699222
57   4eky   3.52  3978.114257
58   3g2n   4.09  3404.549619
59   3syr   5.10  3365.910722
60   3ebp   5.91  3050.756613
61   2w66   4.05  2704.329929
62   2w4x   4.85  2556.695743
63   2wca   5.60  2334.531322
64   2xj7   6.66  2712.253220
65   2vvn   7.30  2825.714445
66   3aru   3.22  2447.835336
67   3arv   5.64  2949.564055
68   3ary   6.00  2026.716462
